id,source_ticker,source_name,source_cik,target_ticker,target_name,target_cik,relationship_type,raw_mention,context,confidence,confidence_tier,ai_label,ai_confidence,ai_reasoning,ai_business_logic,ai_alternative
66,EVR,Evercore Inc.,,C,CITIGROUP INC,,HAS_COMPETITOR,Citigroup,"Our investment banking competitors can be categorized into two main groups: (1) large universal banks and bulge bracket firms such as Bank of America, Barclays, Citigroup, Deutsche Bank, Goldman Sachs",1.000,low,correct,0.98,"The raw mention “Citigroup” is an exact and distinctive reference to Citigroup Inc., the well-known global universal bank/bulge-bracket firm. In the provided context, Evercore lists “large universal banks and bulge bracket firms such as Bank of America, Barclays, Citigroup, Deutsche Bank, Goldman Sachs,” which are all major investment banking competitors. This grouping aligns squarely with Citigroup Inc.’s investment banking operations (Citi’s banking and markets franchise). There is no plausible alternative public company commonly referred to simply as “Citigroup” in this competitive set, and the mention is not a generic term or abbreviation.",Makes strong business sense: Evercore (independent investment bank) competes with bulge-bracket universal banks for advisory/underwriting mandates; Citigroup is a standard peer in that category.,"Unlikely; could only theoretically refer to a local subsidiary branded “Citigroup,” but that would still be part of Citigroup Inc. rather than a different issuer."
67,REPL,"Replimune Group, Inc.",,HTGC,"Hercules Capital, Inc.",,HAS_PARTNER,Hercules Capital,"On October 6, 2022 we and certain of our subsidiaries entered into a Loan and Security Agreement, or the Loan Agreement with Hercules Capital, Inc., or Hercules, in its capacity as administrative agen",1.000,medium,correct,0.97,"The raw mention explicitly names “Hercules Capital, Inc.” and even provides the defined term “Hercules” in the context of entering into a “Loan and Security Agreement” with it as administrative agent. This is an exact legal-entity match to the public BDC/venture debt lender Hercules Capital, Inc. (NYSE: HTGC). There is no indication of a different similarly named entity; the inclusion of “Inc.” and the lending/administrative agent role strongly identifies the target company.","Plausible and common: a clinical-stage biotech like Replimune would enter into a venture debt/secured lending facility with Hercules Capital, which specializes in loans to venture-backed life sciences companies. The relationship is consistent with Hercules’s business model.","Unlikely; absent evidence of a private affiliate with the same name, the reference is to the public company Hercules Capital, Inc."
68,SIRI,SIRIUS XM HOLDINGS INC.,,AAPL,Apple Inc.,,HAS_COMPETITOR,Apple,"Our streaming services also compete for listeners on the basis of the presence and visibility of our apps, which are distributed via app stores operated by Apple and Google.",1.000,medium,incorrect,0.86,"The mention “Apple” in the sentence “apps, which are distributed via app stores operated by Apple and Google” clearly refers to Apple Inc. (operator of the Apple App Store). However, the context is about distribution platforms/app stores affecting app visibility, not about Apple as a competing audio/streaming service. Thus, while the entity identification is clear, the asserted relationship type HAS_COMPETITOR is not supported by the cited context.","Sirius XM’s streaming apps are distributed through Apple’s App Store; Apple is acting as a platform/gatekeeper. Although Apple also offers Apple Music (a true competitor), this excerpt is not describing competitive dynamics with Apple Music, but app store distribution/visibility. Therefore classifying Apple here as a competitor is a business-logic mismatch for this specific mention.","The mention is best interpreted as Apple Inc. in its role as App Store operator (a distributor/platform partner), not as a competitor. If a competitor relationship is intended, it would need explicit discussion of Apple Music rather than app-store operations."
69,INTI,"Inhibitor Therapeutics, Inc.",,PFE,PFIZER INC,,HAS_COMPETITOR,Pfizer,"The chart below lists products or products in development that we believe may compete directly with our proposed SUBA-Itraconazole therapy:

| Names                  | Company          | Description",1.000,medium,correct,0.92,"The raw mention is the proper name ""Pfizer"" and appears in a competitor-products table with columns including ""Company,"" strongly indicating the mention refers to the pharmaceutical company Pfizer Inc. There are no contextual clues suggesting a different Pfizer-branded entity (e.g., a subsidiary with a different parent, a private company, or a non-pharma organization). In the context of a pharmaceutical developer describing competing products for a cancer therapy, Pfizer Inc. is a well-known developer/marketer of oncology and related therapeutics, making the competitor relationship plausible.","Inhibitor Therapeutics is developing an oncology-related therapy and is listing products that may compete with it. Pfizer is a major biopharmaceutical company with oncology products and R&D, so being listed as a competitor in such a chart is commercially and logically consistent.","Could theoretically refer to a Pfizer subsidiary or a specific Pfizer-branded product group, but in SEC filings such mentions typically shorthand the parent company; nothing in the excerpt indicates a different entity."
70,FRSH,Freshworks Inc.,,NOW,"ServiceNow, Inc.",,HAS_COMPETITOR,ServiceNow,"Within ITSM, we primarily face competition from traditional vendors, such as ServiceNow, BMC, Ivanti/Cherwell, and modern pure-play vendors, such as Atlassian.",1.000,medium,correct,0.98,"The raw mention is the full company name “ServiceNow” and appears in a competitor list for IT service management (ITSM) alongside well-known ITSM vendors (BMC, Ivanti/Cherwell, Atlassian). ServiceNow, Inc. (NYSE: NOW) is the prominent ITSM/workflow platform provider and is a direct competitor to Freshworks’ Freshservice product. No alternative common meaning in this context (not a generic term, not an acronym, and not likely to refer to a different entity).","Freshworks sells Freshservice (ITSM). ServiceNow is a leading ITSM vendor; competitive relationship is highly plausible and common in industry discussions. The surrounding text explicitly frames it as competition within ITSM, matching ServiceNow’s core business.","Unlikely. Could theoretically refer to a private/local services company with a similar name, but the vendor list and ITSM context strongly indicate ServiceNow, Inc."
71,MBLY,Mobileye Global Inc.,,GOOGL,Alphabet Inc.,,HAS_COMPETITOR,Alphabet,"Moovit’s free and subscription-based application competition includes Alphabet, Apple, Citymapper, and Transit.",1.000,medium,correct,0.86,"The raw mention is “Alphabet” in a list of competitors for Moovit’s application (alongside Apple, Citymapper, Transit). In consumer mapping/navigation and mobility apps, “Alphabet” is commonly used as shorthand for Google/Google Maps/Waze, which are operated under Alphabet Inc. There is no other prominent public company widely referred to simply as “Alphabet” in this context, and the peer list strongly points to large platform mapping/app ecosystems (Google/Apple) rather than unrelated entities. Thus the mention reasonably resolves to Alphabet Inc., even if the competitive product is specifically Google Maps (a subsidiary/brand of Alphabet).","Moovit is a mobility/navigation and transit app; Google Maps/Waze (Alphabet) are direct competitors in mapping, transit directions, and mobility services. Listing Alphabet alongside Apple and other mapping/transit apps is commercially plausible.","Could refer more precisely to Google LLC/Google Maps rather than the parent holding company name, but in SEC filings issuers often use the parent name (Alphabet) to refer to Google’s competitive offerings; no better alternative ‘Alphabet’ competitor fits the context."
72,KAYS,"Kaya Holdings, Inc.",,SBUX,STARBUCKS CORP,,HAS_CUSTOMER,Starbucks,"Dubbed
by the mainstream press as the “Starbucks of Marijuana” after our first outlet opened in July 2014, our operating
concept is simple: to deliver a consistent customer experience (quality product",1.000,medium,incorrect,0.92,"The raw mention “Starbucks” appears in the phrase “the ‘Starbucks of Marijuana’,” which is a media nickname/analogy comparing Kaya’s retail concept to Starbucks’ consistent customer experience. The context does not indicate Starbucks Corporation is a customer of Kaya, nor any commercial relationship (supply, partnership, sales) between the companies. While the word “Starbucks” clearly refers to Starbucks Corporation as the well-known coffee chain, the asserted relationship type HAS_CUSTOMER is not supported by the text; it is purely comparative/branding language.","It would be highly implausible for Starbucks to be described as a customer in this sentence; the passage is about Kaya’s concept and press characterization, not about selling products to Starbucks.","A figurative reference to Starbucks Corporation as an analogy/benchmark brand (“Starbucks of Marijuana”), not a customer relationship."
73,HNST,"Honest Company, Inc.",,WMT,Walmart Inc.,,HAS_PARTNER,Walmart,"Our Integrated Omnichannel Presence

Since our launch, we have built a well-integrated omnichannel presence by expanding our product availability across both Digital and Retail channels, including the",1.000,medium,correct,0.86,"The raw mention is the standalone name “Walmart,” which is an exact, unambiguous reference to Walmart Inc. in typical U.S. retail/distribution contexts. In an Honest Company 10-K section describing its “Integrated Omnichannel Presence” and expansion across “Digital and Retail channels,” Walmart is a highly plausible retail channel/partner (Honest products are commonly distributed via major retailers such as Walmart). There are no contextual cues suggesting a different entity (e.g., a person/place named Walmart) or a similarly named company. The relationship type HAS_PARTNER fits a retailer/distribution partner description.",Honest Company is a consumer products company that sells through large retail partners; Walmart is a major U.S. omni-channel retailer. Mentioning Walmart as part of expanding retail availability is commercially consistent and likely refers to Walmart as a key retail partner/channel.,"Unlikely; could theoretically refer to a Walmart marketplace/channel or a Walmart store relationship rather than a formal ‘partner,’ but it still points to Walmart Inc. as the entity."
74,NAUT,"Nautilus Biotechnology, Inc.",,AMGN,AMGEN INC,,HAS_PARTNER,Amgen,"As of the date of filing this Annual Report, we have partnerships with Genentech, Amgen, The University of Texas MD Anderson Cancer Research Center, and the Translational Genomics Research Institute,",1.000,medium,correct,0.93,"The raw mention is the distinctive biopharma company name “Amgen,” appearing in a list of specific biotech/academic counterparties (“Genentech, Amgen, The University of Texas MD Anderson Cancer Research Center, and the Translational Genomics Research Institute”). In 10-K partnership disclosures, “Amgen” without qualifiers almost always refers to Amgen Inc. (AMGN). There is no contextual cue suggesting a different entity (e.g., a product name, acronym, or unrelated organization), and the partnership relationship is commercially plausible for Nautilus Biotechnology (proteomics platform) to have collaborations with large pharma/biotech companies like Amgen and Genentech.",Plausible and consistent: Nautilus (life sciences/proteomics) partnering with major biotech/pharma companies and research institutes fits typical collaboration patterns and the listed peers (Genentech) reinforce that these are large biopharma partners.,"Unlikely. Could theoretically refer to a smaller private entity with a similar name, but the absence of qualifiers and the standard industry usage strongly indicate Amgen Inc."
75,NGVT,Ingevity Corp,,CBT,CABOT CORP,,HAS_SUPPLIER,Cabot Corp,"Competition

Our automotive technologies competitors include Cabot Corp., Kuraray Co., Ltd., and several Chinese manufacturers.",1.000,medium,incorrect,0.90,"The raw mention ""Cabot Corp."" in the provided context appears in a list of **competitors** (“Our automotive technologies competitors include Cabot Corp., Kuraray Co., Ltd., ...”). While the name itself strongly matches Cabot Corporation (NYSE: CBT) and the industry overlap (specialty chemicals / carbon materials) makes competitive positioning plausible, the asserted relationship type **HAS_SUPPLIER** is not supported by the text. The filing is describing a competitive landscape, not a supplier relationship. Therefore, as an entity-relationship resolution (supplier link), this match is incorrect.","Cabot (CBT) could plausibly compete with Ingevity in certain carbon/automotive emissions-related materials, but the text explicitly frames Cabot as a competitor, not a supplier. A supplier relationship would require procurement/sourcing language, which is absent.",The mention refers to Cabot Corporation (CBT) but the correct relationship type should be something like COMPETITOR rather than HAS_SUPPLIER.
76,AMRX,"Amneal Pharmaceuticals, Inc.",,VTRS,Viatris Inc,,HAS_COMPETITOR,Viatris Inc,"Our principal competitors in the generic/biosimilar pharmaceutical products market include Teva Pharmaceutical Industries Ltd., Viatris Inc., Endo International plc, Sandoz International GmbH, Pfizer",1.000,medium,correct,0.98,"The raw mention is the full legal name “Viatris Inc.”, which exactly matches the target public company Viatris Inc. (ticker VTRS). The surrounding context is a list of principal competitors in the generic/biosimilar pharmaceutical products market (Teva, Endo, Sandoz, Pfizer), which is precisely the competitive set in which Viatris operates (global generics, biosimilars, established brands). There are no abbreviation or common-word ambiguities here; “Viatris Inc.” is distinctive and strongly indicates the public company formed from Mylan/Upjohn.","Amneal (specialty & generic drug manufacturer) and Viatris (global generics/biosimilars company) directly compete in generic/biosimilar pharmaceuticals, so a competitor relationship is highly plausible and consistent with industry dynamics.",Unlikely—there is no common alternative entity that would be referred to as “Viatris Inc.” in this context.
77,IAC,IAC Inc.,,AAPL,Apple Inc.,,HAS_SUPPLIER,Apple,"We depend on search engines, digital app stores and social media platforms, in particular, those operated by Google, Apple and Facebook, to market, distribute and monetize its products and services.",1.000,medium,correct,0.93,"The raw mention is the standalone proper noun “Apple” appearing alongside “Google” and “Facebook” in a sentence describing reliance on “digital app stores … in particular, those operated by Google, Apple and Facebook.” This clearly refers to Apple Inc. (operator of the Apple App Store) and not any other plausible ‘Apple’ entity (e.g., Apple Hospitality REIT, Apple Bank), since the context is app stores/platform distribution. Thus the entity resolution to Apple Inc. is appropriate.

Note: while the entity match is correct, the stated relationship type (HAS_SUPPLIER) is somewhat strained—Apple is better characterized as a platform/distribution partner/gatekeeper (app store operator) rather than a traditional supplier—but this does not undermine the correctness of the company identity match.","IAC’s digital businesses plausibly depend on Apple’s iOS ecosystem/App Store for marketing/distribution/monetization, consistent with the disclosure about reliance on major platform operators.",Unlikely; other companies with ‘Apple’ in the name would not be described as operating a digital app store/social media platform. The only reasonable interpretation here is Apple Inc.
78,PNC,"PNC FINANCIAL SERVICES GROUP, INC.",,MA,Mastercard Inc,,HAS_CUSTOMER,Mastercard,"In addition, we provide card transaction processing services to some merchant customers under agreements we have with payment networks such as Visa and Mastercard.",1.000,medium,incorrect,0.82,"The raw mention “Mastercard” in the sentence clearly refers to the Mastercard payment network (i.e., Mastercard Inc. / its network brand), so the entity itself is not ambiguous. However, the asserted relationship type HAS_CUSTOMER is not supported by the context. PNC states it provides card transaction processing services to *merchant customers* under agreements it has with payment networks such as Visa and Mastercard. In this construction, Visa and Mastercard are counterparties/network partners that provide the payment network rails and rules under which PNC processes transactions for merchants; they are not described as PNC’s customers. If anything, PNC is a participant/customer of the network, or Mastercard is a network partner/supplier, not a customer.",Banks commonly have agreements with payment networks (Visa/Mastercard) to enable card issuance/acquiring and transaction processing. The merchants are the customers; the networks are partners/platforms. Mastercard being a “customer” of PNC’s processing services is not the typical commercial structure and is not implied here.,"“Mastercard” refers to the Mastercard payment network/brand (Mastercard Inc. and its network) as an agreement counterparty, not as a customer. The correct relation would be something like HAS_PARTNER / USES_NETWORK / HAS_SUPPLIER rather than HAS_CUSTOMER."
79,HCTI,"Healthcare Triangle, Inc.",,AAPL,Apple Inc.,,HAS_CUSTOMER,Apple,"In addition to healthcare-specific information
protection requirements, we store sensitive information, including personal information about our employees, and our platforms involve
the storage and tr",1.000,medium,ambiguous,0.55,"The raw mention is only the single word ""Apple"" and the provided surrounding context is about storing sensitive information and information protection; it does not include any detail indicating this is a customer list or commercial relationship, nor does it provide any qualifier like ""Apple Inc."" or mention of Apple products/services. While ""Apple"" most commonly refers to Apple Inc. in SEC filings, the context could just as plausibly be referencing Apple devices/platforms (e.g., iPhone/iOS) used by employees or as an example of a third-party technology ecosystem, not a Healthcare Triangle customer. Given the lack of corroborating context and the questionable ""HAS_CUSTOMER"" relationship, the match cannot be confirmed with high confidence.","Healthcare Triangle is a healthcare IT/cloud/data services provider; Apple Inc. is a consumer electronics/services company. It is not impossible for Apple to be a customer (e.g., contracting for services), but it is not a typical/obvious customer relationship for this type of issuer. The snippet looks like a data security disclosure, not a customer discussion, which further weakens the business-logic fit for a customer link.","The mention may refer to Apple as a third-party technology platform/device ecosystem (iOS/iPhone/iPad/Mac) involved in data handling, or could be part of a generic example list of major tech providers, rather than identifying Apple Inc. as a customer of Healthcare Triangle."
80,GPJA,GEORGIA POWER CO,,DUK,Duke Energy CORP,,HAS_CUSTOMER,Duke Energy Corporation,"Southern Power’s top three customers, Georgia Power, Florida Power & Light Company, and Duke Energy Corporation, accounted for 15.8%, 10.7%, and 8.2%, respectively, of Southern Power’s total revenues",0.950,medium,correct,0.93,"The raw mention is the full legal name “Duke Energy Corporation,” which directly corresponds to the public company Duke Energy Corp (ticker DUK). There is no abbreviation or generic term here, and it is unlikely to refer to another entity given the exact corporate name.

Context supports this interpretation: the passage lists “Southern Power’s top three customers … Georgia Power, Florida Power & Light Company, and Duke Energy Corporation … of Southern Power’s total revenues.” Duke Energy is a large regulated U.S. electric utility and an active wholesale/bilateral power market participant, so it is plausible for it to be a significant customer of Southern Power (a generation/marketing affiliate of Southern Company).

One nuance: the customer relationship described is between Southern Power and Duke Energy, not necessarily directly between Georgia Power (the filing entity) and Duke Energy. But that affects relationship attribution, not the identity of the referenced entity.",Plausible: both are major U.S. electric utilities/energy companies; Duke Energy can purchase power under wholesale PPAs or market transactions. Being a top customer of Southern Power is credible.,"Unlikely; the exact corporate name strongly indicates Duke Energy Corp (DUK), not another similarly named entity."
81,MXL,"MAXLINEAR, INC",,TXN,TEXAS INSTRUMENTS INC,,HAS_COMPETITOR,Texas Instruments,"Our primary merchant semiconductor competitors include Silicon Labs, NXP Semiconductors N.V, MediaTek, Inc., Broadcom Ltd, Rafael Microelectronics, Inc., Inphi Corporation, M/A-COM Technology Solution",1.000,medium,correct,0.95,"The raw mention is the full company name “Texas Instruments,” which is a distinctive and well-known semiconductor manufacturer. In the provided context, MaxLinear lists “primary merchant semiconductor competitors,” alongside other clearly identified semiconductor peers (Silicon Labs, NXP, MediaTek, Broadcom, etc.). This context strongly indicates the mention refers to Texas Instruments Incorporated (NYSE: TXN), not a generic term or unrelated entity. No ambiguity or alternative Texas Instruments entity is suggested in the text.","MaxLinear and Texas Instruments both operate in the semiconductor industry (analog/mixed-signal, connectivity, RF and related components), so a competitor relationship is plausible and consistent with typical competitive landscapes described in 10-K filings.","Unlikely; absent any qualifier suggesting a subsidiary, product line, or different organization, “Texas Instruments” in a semiconductor competitor list almost certainly refers to Texas Instruments Incorporated (TXN)."
82,DOW,DOW INC.,,CE,Celanese Corp,,HAS_SUPPLIER,Celanese,"Details on Performance Materials & Coatings' 2022 net sales, by business and geographic region, are as follows:

12
Table of Contents

Products

Major applications/market segments and products are",1.000,low,ambiguous,0.62,"The raw mention is the standalone term “Celanese,” which is a distinctive name and would most commonly refer to Celanese Corporation (ticker CE). However, the provided surrounding context is a generic section about Performance Materials & Coatings net sales and products and does not show Celanese being discussed at all, much less as a supplier. In Dow’s 10‑K, Celanese could plausibly appear as a competitor, peer, customer, or in an industry list rather than a supplier. Without the actual sentence where “Celanese” appears, there is insufficient evidence to confirm both that the mention indeed refers to CE and that the asserted HAS_SUPPLIER relationship is correct.","Dow and Celanese are both chemical manufacturers; a supplier relationship is possible (e.g., specialty chemicals/inputs), but it is not the most typical or obvious relationship and would require clear textual support. The provided context does not support a supplier relationship.","The mention could be part of a list of competitors/peers in a product market, an industry benchmark/market share discussion, or a customer/partner reference rather than a supplier. It could also be an extraction/context alignment error where the surrounding text is not where the name appears."
83,GNW,GENWORTH FINANCIAL INC,,ACT,"Enact Holdings, Inc.",,HAS_SUPPLIER,Enact Holdings,"For more information on the potential impacts due to customer concentration, see “Item 1A—Risk Factors—Enact Holdings’ reliance on key customers or distribution relationships could cause a loss of sig",1.000,low,incorrect,0.86,"The raw mention “Enact Holdings” in Genworth Financial’s 10‑K almost certainly refers to Enact Holdings, Inc., which Genworth identifies as its mortgage insurance business/subsidiary (Genworth is the parent of Enact). The surrounding text points to a cross-reference to Enact’s risk factors (“Enact Holdings’ reliance on key customers…”), consistent with an affiliate/subsidiary discussion, not a third‑party vendor relationship.

Thus, while the named entity aligns with the target company, the asserted relationship type (HAS_SUPPLIER: source mentions target as a supplier) is inconsistent with the business reality and context; Enact is not a supplier to Genworth but rather a controlled/related entity whose risks Genworth discusses.",Genworth Financial is the parent/controlling shareholder of Enact Holdings and discusses Enact as part of its business and risk factors. It would not typically classify its own subsidiary as a supplier. A supplier relationship here is implausible.,"The mention is best interpreted as referencing Genworth’s subsidiary/affiliate Enact Holdings (i.e., a segment, equity method investment, or controlled subsidiary), not a supplier. If the resolution system needed a relationship, it should be SUBSIDIARY/AFFILIATE/OWNS rather than HAS_SUPPLIER."
84,CRCT,"Cricut, Inc.",,W,Wayfair Inc.,,HAS_COMPETITOR,Wayfair,"Supreme Court’s Wayfair decision has removed a significant impediment to the enactment and enforcement of these laws, and it is possible that states may seek to tax out-of-state sellers on sales that",1.000,medium,incorrect,0.90,"The phrase appears in the legal/regulatory context of the U.S. Supreme Court’s 2018 decision South Dakota v. Wayfair, Inc., which concerns state sales tax nexus for out-of-state/online sellers. In this passage, Cricut is not identifying Wayfair as a market competitor; it is citing a court case that removed a barrier to states taxing remote sellers. Therefore, the HAS_COMPETITOR relationship is not supported by the context, and the competitor match is erroneous even though the case name is derived from Wayfair Inc.","Cricut (DIY crafting machines/materials) and Wayfair (home furnishings e-commerce) are not direct competitors; citing the 'Wayfair decision' is a common sales-tax nexus reference, not competitive positioning.","Refers to the Supreme Court decision 'South Dakota v. Wayfair, Inc.' (a legal precedent on sales tax collection for remote sellers), not a competitor disclosure."
85,KVYO,"Klaviyo, Inc.",,BRZE,"Braze, Inc.",,HAS_COMPETITOR,Braze,"Our main competitors are:
•Marketing solution providers, such as Mailchimp and Braze;
•Large, consolidated marketing automation software providers, such as Adobe and Salesforce; and
•Data-focused vend",1.000,low,correct,0.96,"The raw mention is the exact name ""Braze"" and appears in a list of marketing solution providers (""Mailchimp and Braze""). In the marketing automation/customer engagement software space, Braze, Inc. is a well-known vendor frequently positioned as a competitor/alternative for customer engagement and messaging, which aligns with Klaviyo’s market. No contextual cues suggest a different entity (e.g., non-software usage of the word ""braze""), and the peer grouping with Mailchimp, Adobe, and Salesforce strongly indicates the software company.","Klaviyo provides marketing automation/email/SMS and customer data-driven personalization; Braze provides a customer engagement platform (messaging/personalization). These are overlapping, competitive categories, so identifying Braze as a competitor is plausible and common in the industry.","Could theoretically be the generic verb/noun ""braze"" (metal-joining) or a small private company named Braze, but the marketing software competitor list context makes these interpretations very unlikely."
86,ACN,Accenture plc,,MSFT,MICROSOFT CORP,,HAS_PARTNER,Microsoft,"Our strong ecosystem relationships provide a significant competitive advantage, and we are a key partner of a broad range of technology providers, including Adobe, Alibaba, Amazon Web Services, Blue Y",1.000,medium,correct,0.97,"The raw mention is the full distinctive company name “Microsoft,” appearing in a list of major technology providers (Adobe, Alibaba, Amazon Web Services, etc.) that Accenture cites as ecosystem partners. In this 10-K context, “Microsoft” clearly refers to the global software/cloud provider Microsoft Corporation, not a generic term or a different entity. Accenture is widely known to have strategic partnerships with Microsoft (Azure, Dynamics, M365) consistent with the stated relationship type (HAS_PARTNER). No contextual cues suggest a different Microsoft-branded entity or product-only reference.","Accenture (IT services/consulting) commonly partners with large platform vendors; Microsoft is a primary partner ecosystem for cloud, enterprise software and digital transformation services. Listing Microsoft alongside AWS and Adobe strongly supports a technology-partner relationship.","Unlikely; could theoretically refer to Microsoft-branded products/services, but in a partner list of technology providers it effectively denotes Microsoft Corporation."
87,ANTX,"AN2 Therapeutics, Inc.",,PFE,PFIZER INC,,HAS_SUPPLIER,Pfizer,"For example, we depend on a license agreement from Anacor, a biopharmaceutical company that originally developed epetraborole and is currently a wholly-owned subsidiary of Pfizer.",1.000,medium,correct,0.90,"The raw mention is explicitly the proper name “Pfizer” and the context states that Anacor is “a wholly-owned subsidiary of Pfizer.” In SEC filings, unqualified “Pfizer” in this corporate-ownership context overwhelmingly refers to Pfizer Inc. (PFE), the well-known global biopharmaceutical parent. There is no indication of a different Pfizer entity (e.g., a private company with the same name) and the healthcare/pharma context aligns strongly with Pfizer Inc.","It is plausible for AN2 Therapeutics to reference Pfizer as the parent company of a licensor (Anacor) in connection with a license agreement for epetraborole. While the relationship type may be more accurately described as licensor/counterparty via Anacor rather than a direct “supplier,” the entity identified by the mention (Pfizer Inc.) is consistent with the context.","If the relationship were being mapped strictly to the contracting party, the mention could be intended to point to Anacor Pharmaceuticals (the subsidiary) rather than Pfizer Inc. However, the sentence explicitly references Pfizer as the parent, so the company mention itself is best resolved to Pfizer Inc."
88,NKGN,"NKGen Biotech, Inc.",,IPSC,"Century Therapeutics, Inc.",,HAS_COMPETITOR,Century Therapeutics,"We currently face competition from Acepodia, Artiva, Celularity, Century Therapeutics, Cytovia Therapeutics, Fate Therapeutics, Nkarta, and ImmunityBio each of which have clinical-stage allogeneic pro",1.000,medium,correct,0.92,"The raw mention ""Century Therapeutics"" is an exact name match to the public company Century Therapeutics, Inc. (IPSC). In the cited context, NKGen lists a set of known clinical-stage allogeneic cell therapy developers (Acepodia, Artiva, Celularity, Cytovia, Fate, Nkarta, ImmunityBio), which aligns closely with Century Therapeutics’ business as an allogeneic cell therapy company (including iPSC-derived immune cell therapies). There are no contextual clues suggesting a different 'Century' entity (e.g., media/entertainment or 'Century' as a generic term); it appears as a proper noun in a competitor list alongside other specific biotech companies. Therefore, the competitor relationship and entity resolution are well supported.","Plausible and consistent: both companies operate in the allogeneic cell therapy / engineered immune cell space (including NK-cell related approaches), making Century Therapeutics a reasonable competitor to NKGen.","Unlikely. While ""Century"" is a common word, the full phrase ""Century Therapeutics"" in a biotech competitor list strongly indicates the specific company Century Therapeutics, Inc., rather than any other entity."
89,RYAM,RAYONIER ADVANCED MATERIALS INC.,,CLW,Clearwater Paper Corp,,HAS_COMPETITOR,Clearwater Paper,"Significant paperboard competitors include WestRock, Graphic Packaging, Metsa Group, Clearwater Paper and Sappi.",1.000,low,correct,0.94,"The raw mention is the full company name “Clearwater Paper,” which directly matches the public company Clearwater Paper Corporation (NYSE: CLW). The surrounding context lists other well-known paperboard/paper packaging competitors (WestRock, Graphic Packaging, Metsä Group, Sappi), indicating the discussion is about paperboard producers. Clearwater Paper is a recognized manufacturer/supplier of paperboard and tissue products, making it a plausible competitor in this segment. There are no contextual cues suggesting a different entity with the same name, and the term is not a generic word or ambiguous abbreviation.","RYAM participates in cellulose/paper-related markets and can face competition in paperboard; Clearwater Paper is an established paper/paperboard producer, so identifying it as a competitor is commercially consistent.","Unlikely; could theoretically refer to a private regional company named Clearwater Paper, but given the peer list of major industry players, the public company CLW is the most consistent interpretation."
90,UAN,"CVR PARTNERS, LP",,CF,"CF Industries Holdings, Inc.",,HAS_COMPETITOR,CF Industries Holdings,"Subject to location and other considerations, our major domestic competitors in the nitrogen fertilizer business generally includes CF Industries Holdings, Inc., which sells significantly more nitroge",1.000,medium,correct,0.97,"The raw mention “CF Industries Holdings” in the surrounding context explicitly expands to “CF Industries Holdings, Inc.” and appears in a list of “major domestic competitors in the nitrogen fertilizer business.” This is the full legal name of the public company CF Industries Holdings, Inc. (ticker CF). There is no plausible alternative entity with the same full name in this industry; the mention is not a generic term or abbreviation and directly matches the target company’s corporate name.",CVR Partners (UAN) is a nitrogen fertilizer producer; CF Industries is one of the largest North American nitrogen fertilizer producers. Listing CF as a major domestic competitor is industry-appropriate and highly plausible.,"Unlikely. If anything, it could refer to CF Industries, Inc. (the operating subsidiary), but that is wholly owned by CF Industries Holdings, Inc., so the resolution to the holding company is still correct."
91,INUV,"Inuvo, Inc.",,ORCL,ORACLE CORP,,HAS_SUPPLIER,Oracle,"Some of the basic components our products are built on come from leading software and hardware providers such as Oracle, Microsoft, Sun, Dell, EMC, and Cisco, while some components are constructed fro",1.000,medium,correct,0.86,"The mention is the capitalized proper noun “Oracle” appearing in a list of well-known enterprise technology vendors (“Oracle, Microsoft, Sun, Dell, EMC, and Cisco”). In this context it clearly refers to the company/vendor, not the generic word “oracle” or another entity. Oracle Corp (ORCL) is the dominant public company commonly referred to simply as “Oracle,” and it is a leading software provider whose products (e.g., databases, middleware) are plausible underlying components for a software/analytics platform like Inuvo’s.","Plausible supplier relationship: Inuvo could use Oracle software (databases, servers, enterprise tools) as foundational components, similar to using Microsoft, Dell, Cisco, etc. The context explicitly frames them as “leading software and hardware providers” supplying basic components.","Could theoretically refer to an Oracle-branded product or subsidiary, but that still rolls up to Oracle Corp; no indication of a different ‘Oracle’ entity in this vendor list."
92,SCLX,Scilex Holding Co,,MA,Mastercard Inc,,HAS_COMPETITOR,MA,"Under the “decentralized” procedure, an identical dossier is submitted to the competent authorities of each of the EEA countries in which the MA is sought, one of which is selected by the applicant as",1.000,medium,incorrect,0.99,"The raw mention is the abbreviation “MA” appearing in a pharmaceutical/regulatory context: “Under the ‘decentralized’ procedure, an identical dossier is submitted to the competent authorities of each of the EEA countries in which the MA is sought…”. In EU drug regulation, “MA” commonly stands for “Marketing Authorization” (or “Marketing Authorisation”), referring to approval to market a medicinal product in a country/region. This is consistent with Scilex’s business (drug development) and the described decentralized procedure in the EEA.

There is no indication the text is referring to Mastercard Inc. The mention is not a company name usage (no “Mastercard,” “MasterCard,” payments context, partners, etc.), and it is clearly not a competitor reference. Matching “MA” to ticker MA is a classic false positive where a generic abbreviation is mapped to a public-company ticker.","Scilex (biopharma/pain management) discussing EU regulatory filing procedures would not be referring to Mastercard as a competitor; the industries are unrelated and the surrounding text is about drug approval, not payments.","“MA” = Marketing Authorization/Marketing Authorisation (regulatory approval) in the EEA decentralized procedure, not Mastercard Inc."
